StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1,Q7_2,Q8_1,Q8_2,Q9_1,Q9_2,Q10_1,Q10_2,Q_att_1,Q_att_2,Q11_1,Q11_2,Q12_1,Q12_2,PROLIFIC_PID
2023-11-28 12:32:08,2023-11-28 12:34:52,IP Address,100,163,True,2023-11-28 12:34:52,R_22P5A6Z0hNqFvsJ,anonymous,EN-GB,I accept,5d2899a72a33c100167c93fd,5,6,6,1,1,6,2,5,1,6,3,3,6,2,6,6,4,4,5,3,5d2899a72a33c100167c93fd
2023-11-28 12:31:24,2023-11-28 12:34:54,IP Address,100,209,True,2023-11-28 12:34:54,R_3QGJDkRXGxgHm5K,anonymous,EN-GB,I accept,5a82e444aa46dd00016b8fc0,3,6,6,3,1,6,1,6,5,3,1,5,6,3,6,6,6,2,5,3,5a82e444aa46dd00016b8fc0
2023-11-28 12:31:16,2023-11-28 12:34:54,IP Address,100,218,True,2023-11-28 12:34:55,R_37MhQHvxZG9RBzb,anonymous,EN-GB,I accept,5e57e67bb836e0000d222062,4,5,6,4,4,6,5,5,6,5,2,5,5,4,6,6,5,5,4,5,5e57e67bb836e0000d222062
2023-11-28 12:31:17,2023-11-28 12:34:56,IP Address,100,219,True,2023-11-28 12:34:57,R_2TLitXKiM7ELaLe,anonymous,EN-GB,I accept,62d133496cf7f774b8bf98a0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,62d133496cf7f774b8bf98a0
2023-11-28 12:31:09,2023-11-28 12:35:07,IP Address,100,237,True,2023-11-28 12:35:08,R_O380OugWBCdqFdT,anonymous,EN-GB,I accept,5aad68f74ea21d000101c20c,5,4,5,6,1,2,4,5,4,5,4,4,3,3,6,6,6,6,3,4,5aad68f74ea21d000101c20c
2023-11-28 12:30:46,2023-11-28 12:35:08,IP Address,100,262,True,2023-11-28 12:35:09,R_8w7ZzxnZIFm9nb3,anonymous,EN-GB,I accept,609ac2fa3340da7e2c5557ee,4,5,6,2,1,6,3,5,3,5,2,5,4,3,6,6,4,4,2,3,609ac2fa3340da7e2c5557ee
2023-11-28 12:31:58,2023-11-28 12:35:23,IP Address,100,205,True,2023-11-28 12:35:24,R_cU4TWvU1FH42suZ,anonymous,EN-GB,I accept,6450ca7370b4914f3e8822c6,2,5,5,5,2,6,2,5,2,5,2,6,5,2,6,6,5,2,4,5,6450ca7370b4914f3e8822c6
2023-11-28 12:32:07,2023-11-28 12:35:24,IP Address,100,196,True,2023-11-28 12:35:24,R_3MnXISFoHFe8MMf,anonymous,EN-GB,I accept,6075a025be8428cbfa4709ba,4,6,5,5,3,6,3,4,6,4,2,4,5,4,6,6,6,4,3,5,6075a025be8428cbfa4709ba
2023-11-28 12:31:38,2023-11-28 12:35:25,IP Address,100,226,True,2023-11-28 12:35:25,R_23TWW3a3trCqavl,anonymous,EN-GB,I accept,5bc73b9f821054000181a853,5,5,5,4,5,4,4,4,4,5,4,5,6,3,6,6,6,4,5,4,5bc73b9f821054000181a853
2023-11-28 12:31:19,2023-11-28 12:35:28,IP Address,100,248,True,2023-11-28 12:35:28,R_SUEewhbv2LoeOat,anonymous,EN-GB,I accept,6093128985d75abc45b67290,5,5,6,5,4,4,4,5,3,5,1,6,4,4,6,1,3,5,1,6,6093128985d75abc45b67290
2023-11-28 12:31:12,2023-11-28 12:35:28,IP Address,100,256,True,2023-11-28 12:35:29,R_1ghUoiIWV36WmN9,anonymous,EN-GB,I accept,6346a9acc2a832b58c8e7229,5,5,6,4,2,6,3,4,4,4,3,6,5,3,6,6,4,5,3,5,6346a9acc2a832b58c8e7229
2023-11-28 12:30:40,2023-11-28 12:35:28,IP Address,100,288,True,2023-11-28 12:35:29,R_232DhRn67Ehhqvy,anonymous,EN-GB,I accept,6483825404dd52c9b6558951,6,6,6,4,1,6,5,6,6,5,1,6,4,4,6,6,6,4,2,5,6483825404dd52c9b6558951
2023-11-28 12:32:54,2023-11-28 12:35:29,IP Address,100,154,True,2023-11-28 12:35:30,R_1Km2csgLLnOJx7v,anonymous,EN-GB,I accept,5b737a81f80f680001b60f85,6,2,6,1,1,6,1,6,1,6,2,6,6,3,6,6,4,4,5,4,5b737a81f80f680001b60f85
2023-11-28 12:31:20,2023-11-28 12:35:32,IP Address,100,252,True,2023-11-28 12:35:33,R_1osWS5HFbrfuaRY,anonymous,EN-GB,I accept,5ff591cba89e1b000bfb9852,1,1,1,1,2,3,2,2,3,3,3,2,2,2,6,6,3,3,4,3,5ff591cba89e1b000bfb9852
2023-11-28 12:30:28,2023-11-28 12:35:33,IP Address,100,305,True,2023-11-28 12:35:34,R_3hEGxNMso5qFunT,anonymous,EN-GB,I accept,63bf40687b33e43442effb9b,4,3,6,6,2,3,6,5,6,4,1,3,5,4,1,6,5,3,2,2,63bf40687b33e43442effb9b
2023-11-28 12:31:33,2023-11-28 12:35:35,IP Address,100,242,True,2023-11-28 12:35:36,R_3PSqj8QpirYBQMw,anonymous,EN-GB,I accept,63d4fe50fa970b0bdecfa2e9,1,5,5,5,5,5,6,6,4,5,2,6,5,4,6,6,4,3,2,4,63d4fe50fa970b0bdecfa2e9
2023-11-28 12:30:46,2023-11-28 12:35:36,IP Address,100,290,True,2023-11-28 12:35:37,R_11hfTtydMQz1vVZ,anonymous,EN-GB,I accept,63d65c6f99624ec04aa289d7,1,6,6,4,1,6,2,5,4,5,1,6,5,3,6,1,4,4,2,5,63d65c6f99624ec04aa289d7
2023-11-28 12:31:36,2023-11-28 12:35:46,IP Address,100,250,True,2023-11-28 12:35:47,R_eX6VJ634Y6uMqXL,anonymous,EN-GB,I accept,644a6b401909670b5aa92694,6,4,5,3,4,3,6,2,6,4,4,6,6,1,6,6,6,3,3,3,644a6b401909670b5aa92694
2023-11-28 12:31:46,2023-11-28 12:35:50,IP Address,100,244,True,2023-11-28 12:35:50,R_1DqfaTXBpSF79k8,anonymous,EN-GB,I accept,616a91195f915bc9200cf1e7,6,3,5,2,1,6,5,5,4,5,4,3,6,3,6,6,4,5,4,5,616a91195f915bc9200cf1e7
2023-11-28 12:31:22,2023-11-28 12:35:56,IP Address,100,274,True,2023-11-28 12:35:57,R_YQXPATs1slOD6Uh,anonymous,EN-GB,I accept,611fbf86423c9a875559377d,2,5,3,5,2,5,3,5,2,4,5,5,4,3,6,6,3,3,2,5,611fbf86423c9a875559377d
2023-11-28 12:31:12,2023-11-28 12:35:57,IP Address,100,284,True,2023-11-28 12:35:57,R_1ZIcl9szppfiGfT,anonymous,EN-GB,I accept,6143bbc4daab169ed298722c,6,6,5,5,6,6,5,5,5,5,5,,3,3,6,6,3,3,3,3,6143bbc4daab169ed298722c
2023-11-28 12:33:36,2023-11-28 12:36:26,IP Address,100,170,True,2023-11-28 12:36:27,R_ptNi9IDFSO65Esx,anonymous,EN-GB,I accept,60d26e61ff9bdfadde8c99eb,5,6,6,6,2,6,5,6,6,6,2,5,5,5,6,6,6,6,6,6,60d26e61ff9bdfadde8c99eb
2023-11-28 12:31:05,2023-11-28 12:36:33,IP Address,100,328,True,2023-11-28 12:36:34,R_2pPoHZuWW9KffNn,anonymous,EN-GB,I accept,5e21a211061ea84908aaf512,2,5,5,3,1,6,1,6,2,4,1,5,2,4,6,6,4,4,2,5,5e21a211061ea84908aaf512
2023-11-28 12:30:32,2023-11-28 12:36:43,IP Address,100,370,True,2023-11-28 12:36:43,R_2RVYw2b7yPmK3hu,anonymous,EN-GB,I accept,5c94148a8c4d820001d361d9,4,3,5,3,4,3,4,4,5,2,5,3,4,3,6,6,5,3,3,4,5c94148a8c4d820001d361d9
2023-11-28 12:30:31,2023-11-28 12:36:44,IP Address,100,372,True,2023-11-28 12:36:44,R_em4dgsurSHEXhsJ,anonymous,EN-GB,I accept,60cab3532dcea1327ec13299,4,4,3,4,2,5,2,5,3,5,1,5,2,5,6,6,2,4,1,5,60cab3532dcea1327ec13299
2023-11-28 12:31:06,2023-11-28 12:36:50,IP Address,100,344,True,2023-11-28 12:36:51,R_3lzCDJUUJsf4XRa,anonymous,EN-GB,I accept,5f8c9d876245d7429d7f86b1,5,2,6,2,2,6,5,3,6,1,2,5,2,4,6,6,6,2,4,4,5f8c9d876245d7429d7f86b1
2023-11-28 12:32:19,2023-11-28 12:36:58,IP Address,100,279,True,2023-11-28 12:36:59,R_3Jx6uDo0ITdRaGr,anonymous,EN-GB,I accept,5ca9106716aa84001725d880,5,4,5,4,2,6,3,4,2,5,2,3,4,3,6,6,3,4,2,5,5ca9106716aa84001725d880
2023-11-28 12:30:50,2023-11-28 12:37:30,IP Address,100,400,True,2023-11-28 12:37:31,R_1C30WOOkYlYg6Am,anonymous,EN-GB,I accept,612f6dca3e6093ed70efca96,3,5,2,6,1,6,2,5,2,6,1,6,4,4,6,6,2,5,2,6,612f6dca3e6093ed70efca96
2023-11-28 12:30:30,2023-11-28 12:38:04,IP Address,100,454,True,2023-11-28 12:38:05,R_WBxOF2TbjTo57vH,anonymous,EN-GB,I accept,5de440d3400de40285c01263,6,4,6,5,1,4,6,2,5,4,2,5,4,3,6,6,5,2,2,5,5de440d3400de40285c01263
2023-11-28 12:30:11,2023-11-28 12:38:04,IP Address,100,473,True,2023-11-28 12:38:05,R_sRre2DwjyUa5csh,anonymous,EN-GB,I accept,5ab255b7a3ba7a0001b3d784,3,6,6,3,1,6,1,6,1,6,1,6,4,4,6,6,1,6,1,6,5ab255b7a3ba7a0001b3d784
2023-11-28 12:31:27,2023-11-28 12:38:16,IP Address,100,409,True,2023-11-28 12:38:17,R_2doNakagTOM08MR,anonymous,EN-GB,I accept,5a82f7898fe2dc000105e971,2,5,4,4,2,5,4,4,3,3,2,5,4,4,6,6,4,4,4,4,5a82f7898fe2dc000105e971
2023-11-28 12:30:50,2023-11-28 12:38:48,IP Address,100,477,True,2023-11-28 12:38:48,R_2YkPRQv3OkKiaUD,anonymous,EN-GB,I accept,59e39cc9c0d35a0001294f20,5,4,6,5,4,6,5,5,6,6,5,5,5,4,6,6,6,6,4,5,59e39cc9c0d35a0001294f20
2023-11-28 12:30:38,2023-11-28 12:38:49,IP Address,100,490,True,2023-11-28 12:38:49,R_3Rqr5qlGkN63e19,anonymous,EN-GB,I accept,5c8e31e488549d001527e6f3,2,5,4,5,2,5,4,4,3,5,1,6,5,2,6,6,5,4,1,6,5c8e31e488549d001527e6f3
2023-11-28 12:31:34,2023-11-28 12:38:50,IP Address,100,436,True,2023-11-28 12:38:51,R_x4TgYIcuetYPXax,anonymous,EN-GB,I accept,60dde16f0cda59cf9d86feb9,6,6,5,4,4,5,6,5,6,5,6,6,6,4,6,6,6,2,6,4,60dde16f0cda59cf9d86feb9
2023-11-28 12:31:03,2023-11-28 12:39:10,IP Address,100,486,True,2023-11-28 12:39:11,R_2e44Jhfs6ko26KZ,anonymous,EN-GB,I accept,63d1412396ee4fa133b52643,5,4,5,5,2,5,4,5,5,5,4,4,6,3,6,6,4,4,5,4,63d1412396ee4fa133b52643
2023-11-28 12:30:57,2023-11-28 12:39:26,IP Address,100,509,True,2023-11-28 12:39:27,R_3MgGWsycF5Eo6OI,anonymous,EN-GB,I accept,5dfedfbb557425b599c8c523,2,6,4,6,2,6,2,6,2,4,2,4,5,5,6,6,4,4,1,6,5dfedfbb557425b599c8c523
2023-11-28 12:31:11,2023-11-28 12:39:43,IP Address,100,512,True,2023-11-28 12:39:44,R_3mlUWnfeicGfib0,anonymous,EN-GB,I accept,5d7ff85ffec5620017b07c40,5,6,,3,1,6,4,5,6,3,6,2,6,4,6,6,4,4,1,6,5d7ff85ffec5620017b07c40
2023-11-28 11:58:34,2023-11-28 12:40:13,IP Address,100,2499,True,2023-11-28 12:40:14,R_1LwcThGPhGFTbaX,anonymous,EN-GB,I accept,6135f43464be30d6a0bb0be8,6,6,2,3,4,2,2,4,5,3,2,4,3,2,4,3,4,2,2,3,6135f43464be30d6a0bb0be8
2023-11-28 12:30:28,2023-11-28 12:40:53,IP Address,100,624,True,2023-11-28 12:40:54,R_5gNfe93k3GmGVNL,anonymous,EN-GB,I accept,60a55b2b2c245756335974ee,6,1,3,4,2,6,3,3,3,3,2,2,,,6,6,5,4,4,4,60a55b2b2c245756335974ee
2023-11-28 12:36:22,2023-11-28 12:40:59,IP Address,100,277,True,2023-11-28 12:41:00,R_2t9vUMWPY1VUDUW,anonymous,EN-GB,I accept,5eed6d1f81b8d21990a6a5b6,1,6,3,4,1,6,5,2,4,4,4,6,6,1,6,6,4,6,6,4,5eed6d1f81b8d21990a6a5b6
2023-11-28 12:30:16,2023-11-28 12:41:55,IP Address,100,699,True,2023-11-28 12:41:56,R_3ffmVPjknf5stoY,anonymous,EN-GB,I accept,5b2a2d855b5c0900018b0bf5,1,6,6,3,1,6,4,5,4,6,1,6,6,5,6,6,4,6,3,6,5b2a2d855b5c0900018b0bf5
2023-11-28 12:41:16,2023-11-28 12:43:21,IP Address,100,125,True,2023-11-28 12:43:22,R_1QuWLkvij3fnM1x,anonymous,EN-GB,I accept,5f9021e80bd90505a52b5da8,5,5,4,4,4,4,5,4,5,4,4,4,3,3,6,6,5,5,4,4,5f9021e80bd90505a52b5da8
2023-11-28 12:37:17,2023-11-28 12:48:25,IP Address,100,668,True,2023-11-28 12:48:26,R_12KX11dkn7wm2B5,anonymous,EN-GB,I accept,654914dd445336374a34afa5,1,6,1,4,1,6,4,3,4,4,4,1,1,5,6,6,2,5,1,6,654914dd445336374a34afa5
2023-11-28 12:31:05,2023-11-28 12:53:45,IP Address,100,1360,True,2023-11-28 12:53:46,R_2AKkT6odLt53TXJ,anonymous,EN-GB,I accept,60eec0367a7cc5ea6ed0e099,4,6,6,4,2,2,1,6,5,4,2,5,4,5,6,6,5,4,3,3,60eec0367a7cc5ea6ed0e099
2024-02-06 15:11:19,2024-02-06 15:11:35,Survey Preview,100,15,True,2024-02-06 15:11:35,R_4Pv9tjA56xFbZU7,preview,EN-GB,,,,,,,,,,,,,,,,,,,,,,,
2024-02-06 15:52:48,2024-02-06 15:56:05,IP Address,100,196,True,2024-02-06 15:56:06,R_3q2qBJRlYMkxm7q,anonymous,EN-GB,I accept,60cd4163cac5b0ece5de76a9,6,5,5,4,4,5,4,5,5,6,6,6,6,6,6,6,4,6,5,5,60cd4163cac5b0ece5de76a9
2024-02-06 15:53:55,2024-02-06 16:01:34,IP Address,100,458,True,2024-02-06 16:01:35,R_4EGzdr816T3xFWu,anonymous,EN-GB,I accept,602a9a34cc46510bc09cfd37,6,2,4,5,2,5,5,4,6,4,3,6,4,3,6,6,4,4,1,6,602a9a34cc46510bc09cfd37
2024-02-06 16:06:11,2024-02-06 16:06:18,Survey Preview,100,6,True,2024-02-06 16:06:18,R_278PQ2yDedWbhIn,preview,EN-GB,,,,,,,,,,,,,,,,,,,,,,,
2024-02-06 16:06:23,2024-02-06 16:07:01,Survey Preview,100,37,True,2024-02-06 16:07:03,R_2QJGxMdO5gGng8x,preview,EN-GB,I accept,test,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2024-02-06 16:08:03,2024-02-06 16:10:58,IP Address,100,174,True,2024-02-06 16:10:58,R_2MM06cUYbo9VUBz,anonymous,EN-GB,I accept,6108906e81224a2bfa9d6c7b,5,4,5,3,4,4,5,3,4,4,4,5,6,2,6,6,6,3,4,6,6108906e81224a2bfa9d6c7b
2024-02-06 16:17:12,2024-02-06 16:18:45,IP Address,100,93,True,2024-02-06 16:18:46,R_2dzTXCRphRIOmrm,anonymous,EN-GB,I accept,615c52cd7405beacc21518af,5,6,5,4,5,3,5,4,4,3,5,4,2,4,6,6,4,5,5,4,615c52cd7405beacc21518af
2024-02-06 16:18:49,2024-02-06 16:18:56,IP Address,100,7,True,2024-02-06 16:18:57,R_4AmmDsKQijWV89X,anonymous,EN-GB,,,,,,,,,,,,,,,,,,,,,,,615ae3c2462dcbab1d3af8d3
2024-02-06 16:17:05,2024-02-06 16:19:07,IP Address,100,122,True,2024-02-06 16:19:08,R_5LnaZAoj7t3sXnA,anonymous,EN-GB,I accept,5ec6d06c67b0da0fb6f85e83,6,4,6,3,1,6,6,2,5,6,1,6,6,4,6,6,6,5,4,5,5ec6d06c67b0da0fb6f85e83
2024-02-06 16:16:52,2024-02-06 16:19:14,IP Address,100,141,True,2024-02-06 16:19:14,R_4MRQj3KiqAbDYKU,anonymous,EN-GB,I accept,60411c26d1d9a003c6ea4809,2,5,5,5,2,5,1,5,3,5,1,5,6,3,6,6,4,5,2,5,60411c26d1d9a003c6ea4809
2024-02-06 16:18:03,2024-02-06 16:19:27,IP Address,100,84,True,2024-02-06 16:19:28,R_24mv734vXjnm7YZ,anonymous,EN-GB,I accept,5fac05b9a1e0a60f8effd45b,2,5,2,6,2,6,4,5,6,6,5,6,4,6,6,6,3,4,4,6,5fac05b9a1e0a60f8effd45b
2024-02-06 16:17:21,2024-02-06 16:19:31,IP Address,100,129,True,2024-02-06 16:19:31,R_8AwEYWd8LKnSCpr,anonymous,EN-GB,I accept,5f549d6faee775809d6f5a33,5,4,1,5,1,6,4,5,6,5,1,4,1,2,6,6,6,4,3,4,5f549d6faee775809d6f5a33
2024-02-06 16:17:17,2024-02-06 16:19:45,IP Address,100,148,True,2024-02-06 16:19:46,R_44eFUlZ3FbdnQao,anonymous,EN-GB,I accept,5ae06a97f6b58c0001fa99e4,6,6,6,4,1,6,6,3,6,4,1,6,6,1,6,6,6,6,3,5,5ae06a97f6b58c0001fa99e4
2024-02-06 16:18:49,2024-02-06 16:20:04,IP Address,100,74,True,2024-02-06 16:20:04,R_5JiUpTC2yW9oE3n,anonymous,EN-GB,I accept,63d7faea5fc2f437216b9259,4,3,5,3,2,5,4,6,4,3,5,3,3,4,2,6,2,4,4,3,63d7faea5fc2f437216b9259
2024-02-06 16:17:57,2024-02-06 16:20:06,IP Address,100,128,True,2024-02-06 16:20:06,R_3Ea8x4T8Almxi7G,anonymous,EN-GB,I accept,614de0f1ef4c486c42c33cea,5,5,6,4,5,4,6,6,6,3,2,6,6,4,6,6,6,4,6,5,614de0f1ef4c486c42c33cea
2024-02-06 16:18:42,2024-02-06 16:20:13,IP Address,100,91,True,2024-02-06 16:20:14,R_1TtSReKfrSK0kC9,anonymous,EN-GB,I accept,5ba93f85e0925b0001544131,5,5,6,2,5,1,4,5,6,2,5,6,6,2,6,6,6,5,4,5,5ba93f85e0925b0001544131
2024-02-06 16:17:05,2024-02-06 16:20:20,IP Address,100,195,True,2024-02-06 16:20:21,R_33EH1WcUwsLkoH9,anonymous,EN-GB,I accept,5ecc71c95c92c2000a9e9a19,3,5,6,3,6,4,2,5,6,4,1,6,6,4,6,6,6,2,1,6,5ecc71c95c92c2000a9e9a19
2024-02-06 16:17:50,2024-02-06 16:20:27,IP Address,100,157,True,2024-02-06 16:20:28,R_2dMWctvcI0KSGkb,anonymous,EN-GB,I accept,63c86eafc01c23292adf40af,2,5,2,5,1,6,2,5,3,5,1,6,2,5,6,6,3,5,1,6,63c86eafc01c23292adf40af
2024-02-06 16:17:08,2024-02-06 16:20:29,IP Address,100,201,True,2024-02-06 16:20:30,R_22VpLI3bCcvSOsO,anonymous,EN-GB,I accept,647c7eddec48b737578d8f38,2,6,2,6,6,6,1,6,3,5,3,5,5,3,6,6,3,5,3,5,647c7eddec48b737578d8f38
2024-02-06 16:18:22,2024-02-06 16:20:30,IP Address,100,128,True,2024-02-06 16:20:31,R_81zmp8KdONnDexP,anonymous,EN-GB,I accept,60dc8adb066b3880665cd120,3,5,4,5,1,6,5,5,4,6,2,6,5,4,6,6,4,6,3,6,60dc8adb066b3880665cd120
2024-02-06 16:17:34,2024-02-06 16:20:35,IP Address,100,180,True,2024-02-06 16:20:35,R_8n2yHndYLISVeLf,anonymous,EN-GB,I accept,5fb17bf11137f46401bf5b2e,5,5,6,5,4,6,5,5,5,6,3,6,4,3,6,6,4,6,5,6,5fb17bf11137f46401bf5b2e
2024-02-06 16:17:52,2024-02-06 16:20:37,IP Address,100,164,True,2024-02-06 16:20:38,R_29oY9hfNhcTNafk,anonymous,EN-GB,I accept,60fe38f3c4e7acd0c70442e7,2,5,4,5,1,6,5,4,2,5,4,6,6,4,6,6,3,5,2,5,60fe38f3c4e7acd0c70442e7
2024-02-06 16:17:22,2024-02-06 16:20:39,IP Address,100,197,True,2024-02-06 16:20:40,R_3mXmNnm2KYZHKD9,anonymous,EN-GB,I accept,6474afa42dfd4e34a55082b3,1,6,2,4,1,6,2,3,2,6,1,6,6,2,6,6,4,5,4,5,6474afa42dfd4e34a55082b3
2024-02-06 16:17:52,2024-02-06 16:20:40,IP Address,100,168,True,2024-02-06 16:20:41,R_6RqgPT3OtNVSEzK,anonymous,EN-GB,I accept,6109d60c4aae2cc46ce9aaf7,3,4,6,5,1,6,4,5,4,5,2,4,2,3,6,6,5,5,3,5,6109d60c4aae2cc46ce9aaf7
2024-02-06 16:18:07,2024-02-06 16:20:42,IP Address,100,154,True,2024-02-06 16:20:43,R_5gT43lV1itpgvgp,anonymous,EN-GB,I accept,6069b1ee82d95ab68039e071,5,4,5,5,5,5,5,4,5,5,4,5,3,3,6,6,5,2,4,5,6069b1ee82d95ab68039e071
2024-02-06 16:18:09,2024-02-06 16:20:44,IP Address,100,154,True,2024-02-06 16:20:44,R_1CtDPRVVBG9FyG5,anonymous,EN-GB,I accept,5c753433814ff4001657b28d,5,3,5,4,2,6,2,4,5,4,2,5,6,1,6,6,5,4,3,4,5c753433814ff4001657b28d
2024-02-06 16:17:37,2024-02-06 16:20:46,IP Address,100,188,True,2024-02-06 16:20:47,R_8z5XabuTOJhkh7m,anonymous,EN-GB,I accept,611a9f9591ef82d19cfc5db1,4,4,6,3,3,5,5,2,4,4,2,5,5,4,6,6,6,2,4,6,611a9f9591ef82d19cfc5db1
2024-02-06 16:18:17,2024-02-06 16:20:47,IP Address,100,149,True,2024-02-06 16:20:48,R_22Ftqxjsb9Y9H0o,anonymous,EN-GB,I accept,5f82b6b2c40e2c3e3afa61ee,5,5,2,1,2,2,3,2,1,1,1,1,2,2,6,6,3,3,2,1,5f82b6b2c40e2c3e3afa61ee
2024-02-06 16:18:06,2024-02-06 16:20:48,IP Address,100,161,True,2024-02-06 16:20:48,R_2f3JKjMoPSg3ulb,anonymous,EN-GB,I accept,5fa9bdfbfd78fa2157098e2a,5,4,5,4,6,5,6,4,6,3,4,5,3,4,6,6,6,4,4,4,5fa9bdfbfd78fa2157098e2a
2024-02-06 16:17:32,2024-02-06 16:20:49,IP Address,100,197,True,2024-02-06 16:20:50,R_2n8dKNu56DFoUEH,anonymous,EN-GB,I accept,61558ef1d8a8f16a614af29c,2,5,2,4,2,5,2,4,1,6,1,6,3,4,6,6,3,5,2,5,61558ef1d8a8f16a614af29c
2024-02-06 16:17:50,2024-02-06 16:20:52,IP Address,100,181,True,2024-02-06 16:20:52,R_4ESxUuQ5INtRC0n,anonymous,EN-GB,I accept,65bba9c498c0f288f5a80b42,6,5,6,4,6,6,6,5,6,6,5,6,6,4,6,6,6,6,6,6,65bba9c498c0f288f5a80b42
2024-02-06 16:18:33,2024-02-06 16:20:57,IP Address,100,143,True,2024-02-06 16:20:58,R_2F4UytjaGvx6l7J,anonymous,EN-GB,I accept,611198b265a318ccc8cdc397,4,4,6,4,1,6,4,5,3,5,2,5,6,1,6,6,4,4,2,4,611198b265a318ccc8cdc397
2024-02-06 16:18:24,2024-02-06 16:21:03,IP Address,100,159,True,2024-02-06 16:21:04,R_6y2a8IOzmR5OntV,anonymous,EN-GB,I accept,5d159d0a8078020016aa60b9,6,3,6,5,4,6,2,6,6,6,4,6,2,3,6,6,5,5,4,5,5d159d0a8078020016aa60b9
2024-02-06 16:18:40,2024-02-06 16:21:06,IP Address,100,145,True,2024-02-06 16:21:06,R_3RP2gWPwpvti5rH,anonymous,EN-GB,I accept,5d9a74f72aae4c031a29af9b,2,6,2,5,4,4,2,5,4,4,1,6,6,2,6,6,6,2,4,2,5d9a74f72aae4c031a29af9b
2024-02-06 16:18:20,2024-02-06 16:21:07,IP Address,100,167,True,2024-02-06 16:21:08,R_4rLvFlL6h7FA62t,anonymous,EN-GB,I accept,5d4ca4c24f49b2001a7152b3,4,5,4,5,2,6,4,3,4,5,1,6,5,3,6,6,4,5,2,6,5d4ca4c24f49b2001a7152b3
2024-02-06 16:17:23,2024-02-06 16:21:08,IP Address,100,224,True,2024-02-06 16:21:09,R_85ZAdYVOqz8nFdi,anonymous,EN-GB,I accept,6585e84cbf0bee8c6d1454e5,2,4,4,5,2,6,3,4,3,5,2,4,4,3,6,6,5,4,2,5,6585e84cbf0bee8c6d1454e5
2024-02-06 16:18:08,2024-02-06 16:21:11,IP Address,100,183,True,2024-02-06 16:21:12,R_1D0f4tigNfm3wY3,anonymous,EN-GB,I accept,5ee61c6204aef93753868325,2,6,5,5,1,6,1,6,1,6,1,6,5,4,6,6,3,6,4,5,5ee61c6204aef93753868325
2024-02-06 16:17:14,2024-02-06 16:21:15,IP Address,100,240,True,2024-02-06 16:21:15,R_7r03Vbzqtu70gUB,anonymous,EN-GB,I accept,6088a7e22d5b98ef3f813a22,6,2,6,5,4,6,4,5,5,6,2,6,5,3,6,6,3,6,2,6,6088a7e22d5b98ef3f813a22
2024-02-06 16:16:54,2024-02-06 16:21:16,IP Address,100,262,True,2024-02-06 16:21:17,R_4xYuZGWp5jcb2xD,anonymous,EN-GB,I accept,5fe9b33e46872e89fd648c02,2,5,5,5,3,6,6,3,5,2,2,5,6,3,6,6,6,4,3,5,5fe9b33e46872e89fd648c02
2024-02-06 16:18:30,2024-02-06 16:21:17,IP Address,100,167,True,2024-02-06 16:21:18,R_8MJRp4TdzxwkRxn,anonymous,EN-GB,I accept,5dbd51673da0362aabf215af,4,6,6,5,6,6,4,6,5,6,6,6,6,3,6,6,6,6,5,5,5dbd51673da0362aabf215af
2024-02-06 16:17:20,2024-02-06 16:21:18,IP Address,100,237,True,2024-02-06 16:21:18,R_6jYRRsYOn1Rmtkn,anonymous,EN-GB,I accept,613f90354e016933028687b6,6,4,6,4,2,5,5,5,5,5,3,5,5,2,1,6,5,4,2,5,613f90354e016933028687b6
2024-02-06 16:18:11,2024-02-06 16:21:19,IP Address,100,187,True,2024-02-06 16:21:20,R_21hJal6S12o7ldz,anonymous,EN-GB,I accept,612685b3a12600c6f79b7ae7,6,5,4,5,1,5,5,4,6,2,2,1,1,1,6,6,5,4,6,6,612685b3a12600c6f79b7ae7
2024-02-06 16:18:35,2024-02-06 16:21:21,IP Address,100,165,True,2024-02-06 16:21:21,R_38m7Q28ys8rH0d3,anonymous,EN-GB,I accept,5ebbebb1168c5501d9c5ef2c,2,5,5,3,3,5,3,5,5,3,3,5,3,2,1,6,5,5,3,4,5ebbebb1168c5501d9c5ef2c
2024-02-06 16:18:46,2024-02-06 16:21:22,IP Address,100,155,True,2024-02-06 16:21:22,R_5jB3Rq8XzklG6QP,anonymous,EN-GB,I accept,5756decbba27eb0006d5201e,3,6,4,5,2,6,4,6,6,5,2,5,6,4,6,6,5,4,4,5,5756decbba27eb0006d5201e
2024-02-06 16:19:31,2024-02-06 16:21:26,IP Address,100,115,True,2024-02-06 16:21:27,R_3QAWYIxPiLBpxSg,anonymous,EN-GB,I accept,5ce1aee8a80ce000014ae0f5,4,4,4,5,3,4,4,4,4,3,4,5,4,3,6,6,4,4,4,4,5ce1aee8a80ce000014ae0f5
