StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q4_1,Q4_2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1,Q7_2,Q8_1,Q8_2,Q9_1,Q9_2,Q10_1,Q10_2,Q_att_1,Q_att_2,Q11_1,Q11_2,Q12_1,Q12_2,PROLIFIC_PID
2023-11-20 16:57:05,2023-11-20 17:00:41,IP Address,100,216,True,2023-11-20 17:00:42,R_1Fybs5GGT5KXbfN,anonymous,EN-GB,I accept,5dc04f1a0a2900000ec678f1,2,6,2,5,1,6,5,4,3,5,2,6,2,5,2,5,4,6,3,5,5dc04f1a0a2900000ec678f1
2023-11-20 16:56:10,2023-11-20 17:00:41,IP Address,100,271,True,2023-11-20 17:00:42,R_3EchpKJYBjHP2sJ,anonymous,EN-GB,I accept,64e7a3594c4d37f7d0b318a6,2,6,2,6,2,6,3,4,3,5,2,5,2,5,3,6,3,5,3,5,64e7a3594c4d37f7d0b318a6
2023-11-20 16:56:48,2023-11-20 17:00:45,IP Address,100,236,True,2023-11-20 17:00:45,R_3h9gpC9FGqPmigq,anonymous,EN-GB,I accept,611cfda46e28a6675bc39937,5,6,3,6,1,6,1,6,3,6,1,6,6,1,6,6,2,6,1,6,611cfda46e28a6675bc39937
2023-11-20 16:56:19,2023-11-20 17:01:09,IP Address,100,289,True,2023-11-20 17:01:09,R_3IXckfFiXgj0Kxu,anonymous,EN-GB,I accept,6163264fa94cc08756567f81,2,6,3,6,2,6,1,6,3,6,3,5,3,4,6,6,5,5,4,5,6163264fa94cc08756567f81
2023-11-20 16:55:56,2023-11-20 17:01:16,IP Address,100,320,True,2023-11-20 17:01:17,R_1dEsxtMeGRM2Il4,anonymous,EN-GB,I accept,5fb3fcb82df261033a5f6e0e,4,2,4,4,4,5,5,4,4,4,3,3,4,4,6,6,5,5,4,3,5fb3fcb82df261033a5f6e0e
2023-11-20 16:58:14,2023-11-20 17:01:16,IP Address,100,182,True,2023-11-20 17:01:17,R_3hmBCnH6nZeQDz3,anonymous,EN-GB,I accept,5d407502e96dd0001dfe4488,5,3,6,5,5,5,6,4,6,3,4,5,6,4,6,6,6,5,6,5,5d407502e96dd0001dfe4488
2023-11-20 16:55:57,2023-11-20 17:01:23,IP Address,100,325,True,2023-11-20 17:01:23,R_2SJlRelA9qyrebd,anonymous,EN-GB,I accept,654a45de3da47cdf26f10e4e,2,5,3,4,1,6,2,6,3,5,2,6,4,4,2,6,4,6,4,5,654a45de3da47cdf26f10e4e
2023-11-20 16:56:23,2023-11-20 17:01:31,IP Address,100,307,True,2023-11-20 17:01:31,R_2WGpbnIc2DSm51G,anonymous,EN-GB,I accept,64675f06fbd5b6705cbe9ba9,6,3,5,4,2,5,6,5,3,3,2,1,4,2,2,6,3,2,2,2,64675f06fbd5b6705cbe9ba9
2023-11-20 16:56:12,2023-11-20 17:01:54,IP Address,100,341,True,2023-11-20 17:01:55,R_9ZepmSxJea66TrH,anonymous,EN-GB,I accept,6479c3d45910626ab04e7dae,2,4,3,5,2,6,4,4,5,3,3,5,6,3,6,6,4,5,4,5,6479c3d45910626ab04e7dae
2023-11-20 16:56:36,2023-11-20 17:01:56,IP Address,100,319,True,2023-11-20 17:01:57,R_vjAyXnHICgaAucx,anonymous,EN-GB,I accept,5fcc3cd04e224a01e2072072,2,5,6,3,1,6,3,4,4,4,1,5,4,3,1,6,5,4,3,5,5fcc3cd04e224a01e2072072
2023-11-20 16:56:13,2023-11-20 17:02:08,IP Address,100,354,True,2023-11-20 17:02:08,R_3HUKKipuMfnsa6B,anonymous,EN-GB,I accept,56fd94d5291bb50008ea5805,3,5,5,5,3,4,2,6,3,4,2,5,4,4,6,6,3,5,2,6,56fd94d5291bb50008ea5805
2023-11-20 17:00:49,2023-11-20 17:02:16,IP Address,100,86,True,2023-11-20 17:02:16,R_3C1Gs8lsElms3vj,anonymous,EN-GB,I accept,5f12ad33a5b0e321fa828a45,3,5,5,5,3,6,3,5,3,5,2,5,4,3,1,6,2,5,2,5,5f12ad33a5b0e321fa828a45
2023-11-20 16:56:27,2023-11-20 17:02:19,IP Address,100,351,True,2023-11-20 17:02:20,R_73eQA3D91SeAFFL,anonymous,EN-GB,I accept,5c758325aa46570001f7eb4d,4,4,4,5,1,6,2,5,4,4,1,4,4,3,6,1,4,5,4,4,5c758325aa46570001f7eb4d
2023-11-20 16:56:12,2023-11-20 17:02:20,IP Address,100,367,True,2023-11-20 17:02:20,R_3MAkRPZzlSrTB1H,anonymous,EN-GB,I accept,5ee78cdd0103130133fdb204,1,6,5,4,1,6,2,4,4,4,1,6,2,4,5,6,5,5,5,6,5ee78cdd0103130133fdb204
2023-11-20 16:55:56,2023-11-20 17:02:22,IP Address,100,386,True,2023-11-20 17:02:22,R_3dLpaVuhYBSWf6M,anonymous,EN-GB,I accept,653a346137b7ca9a4dd5bbc9,5,3,6,5,4,6,2,6,4,5,1,6,5,5,5,6,5,5,4,6,653a346137b7ca9a4dd5bbc9
2023-11-20 16:56:37,2023-11-20 17:02:26,IP Address,100,348,True,2023-11-20 17:02:26,R_cDdyKrQ7bxvssk9,anonymous,EN-GB,I accept,5dab6e7d80e1780016d5bc9b,5,5,6,4,6,6,6,4,6,6,3,3,6,3,6,6,6,6,6,6,5dab6e7d80e1780016d5bc9b
2023-11-20 16:56:58,2023-11-20 17:02:29,IP Address,100,331,True,2023-11-20 17:02:30,R_1jB3Fv24qkB9rq4,anonymous,EN-GB,I accept,615a395e37b6993b6049d202,5,5,5,6,5,6,4,5,6,6,5,5,4,4,4,4,6,5,4,4,615a395e37b6993b6049d202
2023-11-20 16:56:14,2023-11-20 17:03:02,IP Address,100,407,True,2023-11-20 17:03:03,R_1DBeSw4RSvb6wsd,anonymous,EN-GB,I accept,5fc275d97b9f5d42411a9fed,1,6,6,4,6,3,6,4,5,3,6,4,6,2,6,6,6,4,4,3,5fc275d97b9f5d42411a9fed
2023-11-20 16:56:05,2023-11-20 17:03:33,IP Address,100,448,True,2023-11-20 17:03:34,R_qJh0TCH52xFVeQ9,anonymous,EN-GB,I accept,64e4b4cc22f8d3b25cc78340,1,6,6,6,2,5,2,6,2,5,1,6,4,4,6,6,1,6,1,6,64e4b4cc22f8d3b25cc78340
2023-11-20 16:59:16,2023-11-20 17:03:43,IP Address,100,267,True,2023-11-20 17:03:44,R_2Bn6X3ev6HG46Nx,anonymous,EN-GB,I accept,64d23e803ee1da9a01e52faa,5,2,6,3,4,3,6,6,6,6,5,6,4,3,6,4,5,5,5,5,64d23e803ee1da9a01e52faa
2023-11-20 16:57:44,2023-11-20 17:03:44,IP Address,100,359,True,2023-11-20 17:03:45,R_1G5G0f9d0xpBcLD,anonymous,EN-GB,I accept,61688109ef9dda2f9c38765a,5,5,6,5,,3,2,2,6,4,3,4,5,4,5,6,5,4,3,2,61688109ef9dda2f9c38765a
2023-11-20 16:56:09,2023-11-20 17:03:48,IP Address,100,459,True,2023-11-20 17:03:49,R_Un1jv5NjrfZrCaB,anonymous,EN-GB,I accept,5eb03bbe9d57e50aca80dd11,5,3,4,6,3,5,3,6,4,6,3,5,2,4,6,6,4,6,2,5,5eb03bbe9d57e50aca80dd11
2023-11-20 16:57:11,2023-11-20 17:03:56,IP Address,100,405,True,2023-11-20 17:03:57,R_1NE3AUCThrWbYI8,anonymous,EN-GB,I accept,611f4665b4d9519095682405,2,1,4,3,6,6,5,6,6,6,1,1,6,6,6,6,6,6,4,3,611f4665b4d9519095682405
2023-11-20 16:55:54,2023-11-20 17:04:23,IP Address,100,508,True,2023-11-20 17:04:23,R_2PuFtWnejyRHS2p,anonymous,EN-GB,I accept,5f1fd0d33f0d5e2075724c24,4,5,5,3,5,4,3,4,5,3,4,4,5,3,1,6,5,2,5,3,5f1fd0d33f0d5e2075724c24
2023-11-20 17:01:46,2023-11-20 17:05:10,IP Address,100,204,True,2023-11-20 17:05:11,R_3hhVIgn9LBbE2uC,anonymous,EN-GB,I accept,61545919a17f1331cb7b33a7,5,3,5,5,2,5,4,5,1,5,2,4,5,3,1,6,5,4,2,5,61545919a17f1331cb7b33a7
2023-11-20 16:59:33,2023-11-20 17:06:08,IP Address,100,394,True,2023-11-20 17:06:09,R_29lYgdc0W4lV4GN,anonymous,EN-GB,I accept,5fb2f265c927279c34edfe94,4,4,2,5,2,5,3,4,5,5,3,4,4,2,1,6,5,5,2,4,5fb2f265c927279c34edfe94
2023-11-20 16:56:01,2023-11-20 17:06:31,IP Address,100,630,True,2023-11-20 17:06:32,R_RhmTbE5ts99P7W1,anonymous,EN-GB,I accept,6112c9590c46a0832e294382,5,3,2,5,1,6,2,5,2,5,2,5,4,3,1,6,3,5,4,4,6112c9590c46a0832e294382
2023-11-20 16:56:02,2023-11-20 17:06:54,IP Address,100,651,True,2023-11-20 17:06:55,R_RCcvU4rcYv7P8uB,anonymous,EN-GB,I accept,61636a9831c80a2aa34cff3a,6,3,5,4,6,4,6,4,6,4,6,4,6,6,6,6,6,6,6,6,61636a9831c80a2aa34cff3a
2023-11-20 16:56:15,2023-11-20 17:07:20,IP Address,100,664,True,2023-11-20 17:07:21,R_29hu3A8eQdyAGxF,anonymous,EN-GB,I accept,60f3fe5f0bfbafdf6158d4c4,2,6,2,6,1,4,2,5,4,5,2,6,3,5,5,1,5,4,2,6,60f3fe5f0bfbafdf6158d4c4
2023-11-20 17:06:35,2023-11-20 17:09:40,IP Address,100,184,True,2023-11-20 17:09:41,R_1riSyemfrQLmiGT,anonymous,EN-GB,I accept,60ca1c436511b9fc8ab35615,2,5,4,5,1,4,1,5,4,5,2,4,5,3,6,6,5,3,3,5,60ca1c436511b9fc8ab35615
2023-11-20 17:07:41,2023-11-20 17:14:12,IP Address,100,391,True,2023-11-20 17:14:13,R_31MB1IhRKgwjeXZ,anonymous,EN-GB,I accept,64e218df1a2b314bcf5c6269,2,6,3,4,2,5,2,5,3,4,1,6,6,2,1,6,5,3,3,4,64e218df1a2b314bcf5c6269
2023-11-20 17:09:49,2023-11-20 17:14:54,IP Address,100,305,True,2023-11-20 17:14:54,R_2flflz6BWTjUFH5,anonymous,EN-GB,I accept,653a727ef74072aa4240204a,4,6,5,5,4,6,6,4,6,5,4,4,3,2,6,6,6,6,6,3,653a727ef74072aa4240204a
2023-11-20 16:56:21,2023-11-20 17:15:45,IP Address,100,1164,True,2023-11-20 17:15:46,R_3n8cPZGlCNfHve9,anonymous,EN-GB,I accept,6133a97236d89cffd20e5fa4,6,3,4,6,6,1,4,3,6,3,5,2,5,4,5,6,5,3,3,6,6133a97236d89cffd20e5fa4
2023-11-20 17:30:29,2023-11-20 17:33:47,IP Address,100,197,True,2023-11-20 17:33:48,R_2dScYxWmS10SO6X,anonymous,EN-GB,I accept,61254c5a6facc8ed023a64de,2,6,4,5,4,5,4,5,6,4,3,5,6,4,1,6,5,4,5,4,61254c5a6facc8ed023a64de
2023-11-20 17:31:15,2023-11-20 17:36:02,IP Address,100,286,True,2023-11-20 17:36:03,R_2OSF60dHT3kyS3y,anonymous,EN-GB,I accept,5baf6705848bbd0001d6fc8a,3,5,4,5,3,4,2,6,3,5,3,6,4,4,6,6,3,5,2,6,5baf6705848bbd0001d6fc8a
2023-11-21 10:21:44,2023-11-21 10:23:35,IP Address,100,110,True,2023-11-21 10:23:35,R_3OqqRzVPmAKBO1z,anonymous,EN-GB,I accept,6310a5c786d2abda637997c0,4,6,4,4,3,3,2,2,4,,6,6,1,1,6,1,3,3,4,4,6310a5c786d2abda637997c0
2023-11-21 10:21:56,2023-11-21 10:23:40,IP Address,100,103,True,2023-11-21 10:23:41,R_22PmPYhHw7EKFFD,anonymous,EN-GB,I accept,61671a9d42eb53946faa44c2,2,6,4,4,6,6,6,6,3,5,2,6,3,5,6,6,3,5,3,5,61671a9d42eb53946faa44c2
2023-11-21 10:21:51,2023-11-21 10:23:47,IP Address,100,115,True,2023-11-21 10:23:48,R_eqUOdwxdx6GhkNX,anonymous,EN-GB,I accept,5b2bd649ed66460001e86e39,6,4,5,4,1,6,5,3,4,5,1,6,6,3,6,6,5,6,2,6,5b2bd649ed66460001e86e39
2023-11-21 10:21:57,2023-11-21 10:23:49,IP Address,100,111,True,2023-11-21 10:23:49,R_2ZWuCA3HdveQzBy,anonymous,EN-GB,I accept,6038e63a1713653046ef7482,6,2,5,3,2,3,4,2,3,2,4,3,3,2,4,3,5,3,4,3,6038e63a1713653046ef7482
2023-11-21 10:21:49,2023-11-21 10:23:57,IP Address,100,128,True,2023-11-21 10:23:58,R_3efeolu6lUBgW1X,anonymous,EN-GB,I accept,5af32f9d003f6c0001f2905b,5,5,5,6,4,5,5,5,3,4,2,5,4,4,6,6,5,5,3,6,5af32f9d003f6c0001f2905b
2023-11-21 10:22:07,2023-11-21 10:24:03,IP Address,100,115,True,2023-11-21 10:24:03,R_ZkIFgLmJO8CAW9H,anonymous,EN-GB,I accept,650d555136a138627e57d6e9,4,6,6,3,6,3,6,4,6,4,2,6,6,4,6,6,6,5,6,5,650d555136a138627e57d6e9
2023-11-21 10:21:53,2023-11-21 10:24:06,IP Address,100,133,True,2023-11-21 10:24:07,R_2vfh4SrZ1BsoNVP,anonymous,EN-GB,I accept,5c00043a6d931200019bcb9b,4,4,3,3,3,3,3,3,4,4,4,4,4,5,3,3,4,4,3,3,5c00043a6d931200019bcb9b
2023-11-21 10:22:03,2023-11-21 10:24:14,IP Address,100,131,True,2023-11-21 10:24:15,R_2frGL4HvE8exhqd,anonymous,EN-GB,I accept,652941c57003399b27cc2031,6,3,6,5,1,6,2,6,2,6,1,6,4,6,1,6,1,6,2,6,652941c57003399b27cc2031
2023-11-21 10:22:09,2023-11-21 10:24:15,IP Address,100,126,True,2023-11-21 10:24:16,R_3ne1xm0joeqbCv5,anonymous,EN-GB,I accept,6162880049080f2ea6faa08e,6,4,6,4,6,4,6,3,6,4,4,3,3,3,4,1,5,5,4,4,6162880049080f2ea6faa08e
2023-11-21 10:21:55,2023-11-21 10:24:18,IP Address,100,143,True,2023-11-21 10:24:19,R_3JfPFLI9SjXIupk,anonymous,EN-GB,I accept,5d21e78e5a2cea0016a843c4,5,6,6,3,4,4,4,4,5,3,4,3,4,3,6,6,5,5,3,4,5d21e78e5a2cea0016a843c4
2023-11-21 10:22:29,2023-11-21 10:24:30,IP Address,100,120,True,2023-11-21 10:24:31,R_1FbmhVT4o5ApZbk,anonymous,EN-GB,I accept,64e8c14bbe184c20cb9d0583,2,5,5,5,,4,,3,5,5,4,5,5,5,1,6,4,5,5,5,64e8c14bbe184c20cb9d0583
2023-11-21 10:22:04,2023-11-21 10:24:31,IP Address,100,146,True,2023-11-21 10:24:32,R_6tjew1jpgb4zaFz,anonymous,EN-GB,I accept,655a53c98463ef0dc2d17fff,6,5,6,4,3,4,4,4,6,5,3,5,5,2,3,3,5,4,5,5,655a53c98463ef0dc2d17fff
2023-11-21 10:21:49,2023-11-21 10:24:35,IP Address,100,166,True,2023-11-21 10:24:36,R_R9cxnJokKYa36N3,anonymous,EN-GB,I accept,60fa8a3b63dea5731e812bb8,3,5,4,4,3,6,4,6,5,5,2,6,3,4,6,6,4,4,4,5,60fa8a3b63dea5731e812bb8
2023-11-21 10:21:52,2023-11-21 10:24:38,IP Address,100,165,True,2023-11-21 10:24:43,R_1Iv2m5g5NpxIYvX,anonymous,EN-GB,I accept,5e02285cac9e16dcddb845ef,2,5,2,2,2,5,5,4,5,3,5,2,2,3,5,3,5,3,4,2,5e02285cac9e16dcddb845ef
2023-11-21 10:21:52,2023-11-21 10:24:44,IP Address,100,172,True,2023-11-21 10:24:45,R_3kca2z0y7MEl7C5,anonymous,EN-GB,I accept,5efde724d80f81077c0800b9,5,6,5,4,5,4,5,6,4,4,5,5,5,4,3,2,4,5,4,5,5efde724d80f81077c0800b9
2023-11-21 10:21:52,2023-11-21 10:24:45,IP Address,100,173,True,2023-11-21 10:24:47,R_1NEUzyi6oR9YssF,anonymous,EN-GB,I accept,60a0dfc6f9936b0d30dfea15,2,6,4,5,4,6,4,5,3,6,2,6,5,2,6,6,4,5,2,6,60a0dfc6f9936b0d30dfea15
2023-11-21 10:21:48,2023-11-21 10:24:48,IP Address,100,179,True,2023-11-21 10:24:49,R_T5iprPkMy4KowZr,anonymous,EN-GB,I accept,5cee2eb649c43d00011fa491,2,5,3,4,2,4,2,5,3,5,1,5,3,5,1,6,1,4,3,4,5cee2eb649c43d00011fa491
2023-11-21 10:21:53,2023-11-21 10:24:49,IP Address,100,176,True,2023-11-21 10:24:50,R_3sp5irAaO0otsrt,anonymous,EN-GB,I accept,5ecd21dec04cca02c9032485,1,6,3,5,1,6,2,5,3,5,1,6,5,2,1,6,4,4,2,5,5ecd21dec04cca02c9032485
2023-11-21 10:21:45,2023-11-21 10:24:51,IP Address,100,185,True,2023-11-21 10:24:51,R_vZFcUF5rO9owzzr,anonymous,EN-GB,I accept,6081342ebd43daf29472c5e6,4,4,3,3,6,6,2,3,3,3,5,5,3,3,6,1,5,4,2,6,6081342ebd43daf29472c5e6
2023-11-21 10:22:08,2023-11-21 10:24:52,IP Address,100,163,True,2023-11-21 10:24:52,R_2aY1Uae2zUVvY2F,anonymous,EN-GB,I accept,64ee0dda3d74a530eec9e556,4,6,6,6,6,6,4,2,6,6,6,6,5,3,2,6,5,5,5,5,64ee0dda3d74a530eec9e556
2023-11-21 10:21:48,2023-11-21 10:24:52,IP Address,100,183,True,2023-11-21 10:24:53,R_3hEJRbD4OrddRvE,anonymous,EN-GB,I accept,653e65c163f99a4e8bfaf1f3,6,3,6,5,1,6,2,6,3,6,3,3,6,3,6,6,2,6,2,5,653e65c163f99a4e8bfaf1f3
2023-11-21 10:21:58,2023-11-21 10:24:55,IP Address,100,177,True,2023-11-21 10:24:55,R_3jZ4twQacbfb9sb,anonymous,EN-GB,I accept,6400748ce966313c8a20e3e6,1,6,2,5,2,5,4,3,3,4,5,2,4,3,6,6,6,3,2,5,6400748ce966313c8a20e3e6
2023-11-21 10:22:03,2023-11-21 10:25:01,IP Address,100,178,True,2023-11-21 10:25:02,R_ZwL3RIVKz9G2ybv,anonymous,EN-GB,I accept,586d6b28de1cea0001f7a125,3,5,5,4,2,6,1,6,5,4,2,5,4,4,6,6,3,5,2,5,586d6b28de1cea0001f7a125
2023-11-21 10:21:55,2023-11-21 10:25:03,IP Address,100,188,True,2023-11-21 10:25:03,R_8hVUP1EvzHZtKkF,anonymous,EN-GB,I accept,5c2ff627407f1b0001f43f31,4,5,3,4,2,6,5,5,2,5,3,6,3,3,5,6,4,5,5,6,5c2ff627407f1b0001f43f31
2023-11-21 10:21:59,2023-11-21 10:25:03,IP Address,100,183,True,2023-11-21 10:25:03,R_26m6JPjqtcdkMWo,anonymous,EN-GB,I accept,6167ff5a2359bf97e38a3711,2,5,3,3,1,6,3,5,5,2,4,3,5,2,5,6,6,5,4,4,6167ff5a2359bf97e38a3711
2023-11-21 10:22:04,2023-11-21 10:25:03,IP Address,100,179,True,2023-11-21 10:25:04,R_sGqKC22gooZPq3D,anonymous,EN-GB,I accept,63c5335da2b625ab1ade7e7c,2,3,5,5,2,6,2,3,5,5,2,5,6,1,1,6,4,3,2,5,63c5335da2b625ab1ade7e7c
2023-11-21 10:21:44,2023-11-21 10:25:03,IP Address,100,199,True,2023-11-21 10:25:04,R_tR7Xu3AshB6HmTL,anonymous,EN-GB,I accept,5eef2245f9461b073e20f386,6,5,4,5,3,6,2,4,2,6,5,5,3,3,,6,5,6,5,5,5eef2245f9461b073e20f386
2023-11-21 10:21:49,2023-11-21 10:25:05,IP Address,100,196,True,2023-11-21 10:25:06,R_3RsEH3BFOJBC68H,anonymous,EN-GB,I accept,59d38d62323bd80001e200bc,1,6,6,5,1,6,1,6,2,6,1,6,2,3,6,6,4,5,2,6,59d38d62323bd80001e200bc
2023-11-21 10:21:43,2023-11-21 10:25:09,IP Address,100,205,True,2023-11-21 10:25:10,R_2wQC0UTXoJphmK5,anonymous,EN-GB,I accept,6089cd0a1c1541c29bb34c73,6,5,5,4,6,6,2,3,3,4,3,4,1,1,6,6,5,5,4,4,6089cd0a1c1541c29bb34c73
2023-11-21 10:21:54,2023-11-21 10:25:10,IP Address,100,195,True,2023-11-21 10:25:10,R_1dBq4NDuH26BdHY,anonymous,EN-GB,I accept,64722f0be4e329a3f7678e4d,6,6,4,1,6,6,5,2,6,4,4,6,6,2,6,6,6,5,4,5,64722f0be4e329a3f7678e4d
2023-11-21 10:21:52,2023-11-21 10:25:13,IP Address,100,201,True,2023-11-21 10:25:13,R_23fvo1PnmF1J1Kb,anonymous,EN-GB,I accept,60ddc6cf3e04111115200984,6,5,6,4,6,5,5,3,5,3,5,5,6,2,6,6,6,4,6,5,60ddc6cf3e04111115200984
2023-11-21 10:21:56,2023-11-21 10:25:14,IP Address,100,198,True,2023-11-21 10:25:15,R_2VE0ddcLYcL9eS1,anonymous,EN-GB,I accept,655505e7a601c885f69e29c2,3,6,4,4,1,6,2,5,1,6,1,6,2,4,6,6,2,6,1,6,655505e7a601c885f69e29c2
2023-11-21 10:21:59,2023-11-21 10:25:14,IP Address,100,194,True,2023-11-21 10:25:15,R_3qD7bDumib1oJhD,anonymous,EN-GB,I accept,5d1e4a3ed4b9d60001ec8f1c,3,5,4,5,5,5,2,4,2,5,2,5,1,4,2,4,2,5,2,4,5d1e4a3ed4b9d60001ec8f1c
2023-11-21 10:21:40,2023-11-21 10:25:14,IP Address,100,214,True,2023-11-21 10:25:15,R_b13kWsM2L0RB6TL,anonymous,EN-GB,I accept,6526ae2d68a972a5f2f512bd,5,6,4,5,5,5,5,5,4,4,5,4,3,5,1,6,5,6,3,4,6526ae2d68a972a5f2f512bd
2023-11-21 10:23:12,2023-11-21 10:25:16,IP Address,100,123,True,2023-11-21 10:25:17,R_0og0pBJAE01v0yJ,anonymous,EN-GB,I accept,5ebd3bbcecfc7d00085d0f9e,1,6,3,5,2,5,2,5,2,6,1,6,5,3,1,6,3,5,3,5,5ebd3bbcecfc7d00085d0f9e
2023-11-21 10:21:48,2023-11-21 10:25:21,IP Address,100,212,True,2023-11-21 10:25:21,R_1kMPTJ7EdyE2tIU,anonymous,EN-GB,I accept,58d4ebdec8677b0001a2107b,5,5,6,5,3,3,4,5,4,4,6,6,5,5,6,6,3,3,4,4,58d4ebdec8677b0001a2107b
2023-11-21 10:21:56,2023-11-21 10:25:26,IP Address,100,210,True,2023-11-21 10:25:27,R_sNe3Ch0ZLc8MHS1,anonymous,EN-GB,I accept,5f8b073f9af8cc1e027c44e4,5,6,4,4,3,4,4,2,4,2,4,5,6,1,6,6,4,3,5,3,5f8b073f9af8cc1e027c44e4
2023-11-21 10:22:54,2023-11-21 10:25:38,IP Address,100,163,True,2023-11-21 10:25:39,R_Au0pOpvF1y8aRkB,anonymous,EN-GB,I accept,638a8c63c74f91261108cebf,4,4,5,5,5,5,4,5,4,5,3,5,5,3,6,6,4,5,3,5,638a8c63c74f91261108cebf
2023-11-21 10:22:17,2023-11-21 10:25:38,IP Address,100,201,True,2023-11-21 10:25:39,R_1JPmAqCdb23AJ8N,anonymous,EN-GB,I accept,5c70232d78263500015658a6,3,1,4,5,1,6,2,5,2,5,1,5,3,4,1,6,3,5,1,5,5c70232d78263500015658a6
2023-11-21 10:21:43,2023-11-21 10:25:47,IP Address,100,243,True,2023-11-21 10:25:48,R_2v05uv5zDnTyBHD,anonymous,EN-GB,I accept,634db0b0306bf84f2705fd75,2,6,2,5,1,6,1,6,1,6,1,5,4,2,6,6,4,3,1,6,634db0b0306bf84f2705fd75
2023-11-21 10:21:53,2023-11-21 10:25:48,IP Address,100,235,True,2023-11-21 10:25:49,R_2EmYLO3pxaLAMTn,anonymous,EN-GB,I accept,603e5d265ed1c2e3ea13ebad,3,5,5,5,1,6,3,4,2,6,1,6,4,4,2,6,3,6,2,5,603e5d265ed1c2e3ea13ebad
2023-11-21 10:22:40,2023-11-21 10:25:53,IP Address,100,193,True,2023-11-21 10:25:54,R_OkZIf1fiDl2MmuB,anonymous,EN-GB,I accept,5e9c5c24b8fbf31830b9fcbd,3,4,2,5,2,5,2,5,2,5,2,5,2,5,1,1,2,5,2,5,5e9c5c24b8fbf31830b9fcbd
2023-11-21 10:21:39,2023-11-21 10:25:55,IP Address,100,256,True,2023-11-21 10:25:56,R_1H68d3XsnRjAp9a,anonymous,EN-GB,I accept,5ef698a927c8ea38d5bcc192,4,6,5,5,4,5,5,5,5,5,3,6,4,3,6,6,5,3,2,5,5ef698a927c8ea38d5bcc192
2023-11-21 10:21:59,2023-11-21 10:25:55,IP Address,100,235,True,2023-11-21 10:25:56,R_1mrvUUEjDyaRNQd,anonymous,EN-GB,I accept,647c8de42f6ec25283a2e6a9,1,6,6,5,2,5,1,6,2,5,1,6,6,2,1,6,5,4,4,4,647c8de42f6ec25283a2e6a9
2023-11-21 10:22:04,2023-11-21 10:26:04,IP Address,100,239,True,2023-11-21 10:26:04,R_3fCp5HpPe0MVpbz,anonymous,EN-GB,I accept,58106d17a513590001b1ec9e,6,4,5,4,4,5,4,6,5,5,2,5,5,4,2,1,5,5,5,5,58106d17a513590001b1ec9e
2023-11-21 10:21:47,2023-11-21 10:26:08,IP Address,100,260,True,2023-11-21 10:26:08,R_1P7xxVS4avumNSb,anonymous,EN-GB,I accept,610d97ed406cb5e7dfc695ae,4,5,5,5,3,5,3,5,3,6,2,5,2,3,6,6,5,6,2,5,610d97ed406cb5e7dfc695ae
2023-11-21 10:21:56,2023-11-21 10:26:09,IP Address,100,253,True,2023-11-21 10:26:10,R_31F28x9uVLDnE5E,anonymous,EN-GB,I accept,615ecf54890375c5435af634,3,6,6,3,1,6,4,5,1,6,1,6,6,4,6,6,4,6,3,6,615ecf54890375c5435af634
2023-11-21 10:21:48,2023-11-21 10:26:13,IP Address,100,264,True,2023-11-21 10:26:13,R_3OlkNkIsxBce1BA,anonymous,EN-GB,I accept,5bfd745a8acfed00011a6975,4,5,5,3,2,5,3,5,4,4,2,5,6,2,6,6,5,6,4,5,5bfd745a8acfed00011a6975
2023-11-21 10:21:57,2023-11-21 10:26:17,IP Address,100,259,True,2023-11-21 10:26:17,R_1dnWFLNLBh5YN5k,anonymous,EN-GB,I accept,61586a30c809b14f3058c18e,2,5,2,4,2,4,1,5,4,3,5,3,5,3,2,6,5,2,2,4,61586a30c809b14f3058c18e
2023-11-21 10:21:52,2023-11-21 10:26:19,IP Address,100,267,True,2023-11-21 10:26:19,R_3oZnXNA97FtPa0X,anonymous,EN-GB,I accept,5f1e8dc7e2161c86cdcd220a,6,5,4,3,6,6,6,5,6,5,6,5,4,3,6,6,6,6,5,3,5f1e8dc7e2161c86cdcd220a
2023-11-21 10:21:47,2023-11-21 10:26:19,IP Address,100,272,True,2023-11-21 10:26:20,R_27UWsq38KPkizpV,anonymous,EN-GB,I accept,612376826a580ca0368bb19f,2,3,2,2,4,4,4,4,5,5,1,1,5,4,1,6,6,3,2,5,612376826a580ca0368bb19f
2023-11-21 10:21:56,2023-11-21 10:26:26,IP Address,100,270,True,2023-11-21 10:26:26,R_1mx8pLEgiCUZLTQ,anonymous,EN-GB,I accept,63f786dfb353aa9691838575,1,6,2,5,3,5,4,4,2,5,1,6,3,3,1,1,3,4,2,5,63f786dfb353aa9691838575
2023-11-21 10:22:05,2023-11-21 10:26:27,IP Address,100,262,True,2023-11-21 10:26:28,R_3KoNg3a8zAcXq42,anonymous,EN-GB,I accept,5ced7e9f3cad8c00179175af,1,6,3,5,1,6,3,4,1,6,1,6,3,3,1,6,1,6,2,5,5ced7e9f3cad8c00179175af
